Freq.Sweep,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy,POI 230kV FirstEnergy
"Rated Frequency","R, Re(Z) in Ohm","X, Im(Z) in Ohm","Z, Magnitude in Ohm","R1 in Ohm","X1 in Ohm","R2 in Ohm","X2 in Ohm","Z1 in Ohm","Z2 in Ohm","Z0 in Ohm"
32.333333,1031.896273,-1610.927185,1913.085548,1535.501774,-2083.005354,1535.501774,-2083.005354,2587.793849,2587.793849,667.193424
32.500000,897.560387,-1569.473869,1807.999689,1334.575044,-2026.233430,1334.575044,-2026.233430,2426.254822,2426.254822,656.339541
32.666667,783.403505,-1522.461506,1712.194524,1163.872800,-1960.936852,1163.872800,-1960.936852,2280.323054,2280.323054,645.863765
32.833333,688.405197,-1468.566529,1621.909173,1021.868157,-1885.139081,1021.868157,-1885.139081,2144.286335,2144.286335,635.747632
33.000000,607.847653,-1415.669997,1540.649314,901.487812,-1810.669608,901.487812,-1810.669608,2022.672664,2022.672664,625.973740
33.166667,539.125081,-1364.779863,1467.405849,798.826299,-1739.048220,798.826299,-1739.048220,1913.742973,1913.742973,616.525689
33.333333,482.034164,-1313.602669,1399.252982,713.581460,-1666.842351,713.581460,-1666.842351,1813.163512,1813.163512,607.388019
33.500000,432.647839,-1265.848668,1337.743250,639.865375,-1599.624302,639.865375,-1599.624302,1722.853913,1722.853913,598.546156
33.666667,389.586971,-1221.262621,1281.897186,575.611694,-1537.017957,575.611694,-1537.017957,1641.265677,1641.265677,589.986357
33.833333,353.533526,-1177.742140,1229.659507,521.845475,-1475.876186,521.845475,-1475.876186,1565.417904,1565.417904,581.695659
34.000000,321.782498,-1137.381773,1182.024227,474.511176,-1419.346743,474.511176,-1419.346743,1496.564744,1496.564744,573.661835
34.166667,294.173924,-1099.416556,1138.092730,433.370608,-1366.287898,433.370608,-1366.287898,1433.371098,1433.371098,565.873348
34.333333,270.066927,-1063.750203,1097.497444,397.464034,-1316.560608,397.464034,-1316.560608,1375.248884,1375.248884,558.319307
34.500000,248.925960,-1030.260512,1059.906060,365.989596,-1269.986651,365.989596,-1269.986651,1321.671092,1321.671092,550.989431
34.666667,230.306214,-998.812010,1025.020187,338.281393,-1226.367629,338.281393,-1226.367629,1272.168174,1272.168174,543.874009
34.833333,213.838658,-969.265667,992.573879,313.787067,-1185.499542,313.787067,-1185.499542,1226.324381,1226.324381,536.963870
35.000000,199.216648,-941.484949,962.331119,292.047754,-1147.181891,292.047754,-1147.181891,1183.772859,1183.772859,530.250345
35.166667,186.184467,-915.339442,934.082946,272.680872,-1111.223123,272.680872,-1111.223123,1144.190407,1144.190407,523.725238
35.333333,174.527994,-890.706656,907.644406,255.366154,-1077.443349,255.366154,-1077.443349,1107.292212,1107.292212,517.380801
